@relation mp_clean


@attribute rate_ave numeric

@attribute rate_cnt numeric

@attribute popularity numeric


@data
3.49632,815,0.36593
3.06507,1798,4.94309
4.04442,18608,21.9911
2.76098,569,0.91514
3.73748,10742,5.56956
2.50587,5280,6.28602
3.57608,5941,9.50529
3.59431,2110,1.23935
3.13559,9422,9.69486
3.68601,6427,6.50698
3.39158,2624,3.14844
3.72167,1006,1.52358
3.6169,20197,13.3093
3.3463,5153,5.02651
3.40359,669,0.04649
3.04097,9982,7.65962
3.88738,20530,7.95127
3.62853,354,0.0049
3.52134,2999,0.49095
2.58837,1324,6.7538
2.90516,1086,1.19214
3.67492,3576,1.6548
3.82097,17720,7.17476
3.24699,332,0.93555
3.4308,2471,1.42754
3.96946,2014,1.8411
3.19328,119,1.62491
3.20576,2498,6.41523
2.69351,2018,1.968
3.52341,3908,2.46456
3.31026,643,1.07832
3.54,375,8.65507
3.27338,139,1.87362
3.83746,323,0.05409
3.79229,1661,4.63491
3.11055,2076,4.51995
2.7042,333,0.77978
3.1884,3352,2.24137
3.48836,773,0.01053
3.33429,1569,4.46662
3.51979,1263,0.21624
3.30969,2094,3.45402
2.80464,668,0.70547
3.42547,161,1.35915
3.22667,225,2.85045
3.3962,1132,0.74453
3.20436,871,0.48096
2.76596,752,2.59857
2.82389,4290,8.22894
3.375,144,0.15074
3.60136,735,1.47647
3.14885,131,0.02195
3.3111,892,0.2062
3.10685,744,2.64149
2.4413,247,0.21322
3.42229,785,2.16182
3.24046,131,0.55448
3.06729,4555,7.38894
3.54577,11274,9.57238
3.55969,1466,1.64715
2.77589,531,0.07845
3.41017,1436,2.88779
3.25929,1400,2.56851
2.69085,448,1.51774
3.83257,654,1.43541
3.00388,129,1.19913
3.67568,259,0.81652
2.12217,221,0.0088
3.67347,2303,2.16849
3.82672,3526,4.18019
2.1611,1108,1.09188
3.68794,5273,15.0049
2.95,140,0.0869
3.26699,103,0.0872
2.51693,443,1.30777
3.22432,185,0.70648
3.31818,231,0.61893
3.4939,246,0.00001
2.90964,166,0.05767
3.62331,519,0.00644
3.90139,1293,0.764
3.78302,212,0.00012
3.25784,3062,9.53744
3.14509,224,2.18143
2.06736,527,0.00013
1.92152,1338,4.6806
1.53348,463,0.00014
3.02331,622,1.29635
2.36308,325,0.01845
3.56731,5920,6.93978
2.9883,171,0.05942
2.37009,458,0.02067
2.61897,311,0.02025
2.64333,1821,2.70884
2.35746,1347,2.87256
3.12106,508,2.85178
2.03509,114,0
2.86029,544,2.16976
2.40572,472,0.20238
2.17372,685,1.90205
4.02665,2233,3.01898
2.88043,506,2.94581
3.38487,152,0.01793
3.15125,7656,4.21447
2.82682,2200,3.79472
3.57995,369,0.45656
3.41969,193,3.17857
2.77435,842,3.14222
2.88649,348,2.1139
2.9969,1611,5.60854
2.26437,974,0.88512
2.7602,1568,1.55157
3.69188,357,0.05647
3.04258,4767,7.06187
2.33417,199,0.6995
2.96094,256,0.82483
3.5881,647,0.02081
2.99412,1701,3.07258
3.01971,558,2.29519
3.24582,299,0.91533
3.69482,734,2.56573
3.55777,251,0.00258
3.10377,159,1.83613
3.76618,1035,0.00333
3.85227,176,0.63163
3.2251,251,0.09824
3.84921,252,0.00002
3.7845,587,1.3945
3.31579,114,0.01008
3.60625,400,1.67811
3.95606,842,0.02732
3.50661,378,0.01913
3.23896,249,0.74705
3.86926,566,0.67346
3.60322,746,1.41403
3.90377,239,0.00199
3.45385,455,1.17681
3.61429,175,0.135
2.69529,297,0.06388
2.45833,156,2.52672
2.34135,624,10.1197
3.12069,174,0.31193
2.62215,659,6.78807
2.23469,147,0.70665
3.18371,1203,6.27597
3.13348,221,1.31089
2.71011,1078,0.65765
3.33824,102,0.00145
2.82246,138,0.91491
3.57103,1964,0.63713
3.78612,1239,2.01114
3.50976,615,2.45228
2.48396,374,2.5416
3.1757,3560,3.74517
2.24514,1132,1.97754
3.76674,478,0.22638
3.81532,333,0.00208
3.65393,877,1.8778
3.07143,483,0.14676
3.5233,1309,1.43964
2.83798,574,1.34451
2.33451,284,0.1244
3.70821,7603,17.4413
2.6401,828,2.5163
3.71645,1811,2.20967
4.17417,32192,16.0951
3.1128,164,0.01352
3.03823,1674,1.77363
2.43945,512,0.77989
3.10218,1057,2.14928
2.78414,4137,7.23296
2.47988,671,2.21168
2.96901,1581,3.31256
4.01377,5737,4.47007
3.44318,132,0.00152
3.68952,248,0.01119
3.26047,3033,5.26357
3.72634,7661,10.174
2.77616,411,1.83408
1.61675,621,5.01306
3.11751,217,0.47404
3.45907,12779,13.4704
2.66125,2186,10.242
2.53559,1405,1.42166
2.97712,153,1.14893
3.62341,786,1.13039
3.37762,143,0.00542
2.21956,1733,1.78664
2.16627,1672,2.69338
3.06574,251,0.71504
3.38721,297,0.04599
3.94194,10989,15.9545
3.88643,656,0.02552
2.3209,1273,3.8032
2.61754,268,2.63892
2.84236,1034,1.36821
2.06034,232,0.03487
2.93826,8350,12.074
3.58278,151,0.01534
3.58427,356,0.0563
3.40764,563,6.23872
2.8717,1251,3.61731
3.56008,749,0.49613
3.23096,394,0.00735
3.80628,573,0.67662
3.43774,257,0.08694
3.54866,2836,0.64997
3.16343,361,1.97211
3.70742,229,1.2641
2.98817,169,0.17072
3.15708,869,3.83859
3.19737,114,0.6559
3.11739,115,1.12995
3.15741,108,3.10986
2.83518,361,1.39927
3.28144,2091,1.72684
3.6777,1193,0.1011
2.94481,607,0.70307
3.5309,356,0.00878
3.20398,1054,1.90497
3.78409,352,2.13977
4.08036,784,1.73867
3.25369,5962,6.77996
3.4974,192,0.00267
3.66849,1098,0.00403
2.70573,960,2.01069
3.84157,35086,25.925
3.57483,12128,11.6794
2.84039,8906,9.78169
3.90462,325,1.89269
3.00702,285,2.28933
2.86986,292,0
2.71429,1022,1.16111
3.22682,798,0.1625
2.80097,103,0.3353
3.29552,7849,4.41586
3.75447,1845,0.88618
3.56512,215,2.85542
3.89238,223,1.2646
3.85433,4160,4.81362
3.92877,3987,9.85045
2.9106,151,1.89987
3.86977,1363,8.39859
3.74468,141,0.00612
3.06568,236,0.07593
3.40327,367,0.42402
2.93292,2430,3.17625
3.90122,658,0.08222
3.57935,523,0.1197
3.72,450,3.17375
3.89985,649,0.82852
3.61367,673,1.30887
2.27042,1616,6.54761
2.53316,392,3.81266
3.52551,196,0.00246
2.86305,4991,6.13086
3.07837,6112,8.82805
3.4553,1029,0.3807
3.75676,222,0.0029
3.69814,1504,4.63722
3.73146,391,0.00373
3.33202,4191,9.17352
3.11883,223,0.21975
3.16341,358,0.00336
3.00641,546,0.42132
2.86073,438,0.42244
3.70661,1452,2.92952
3.6327,795,1.99387
3.71768,1516,3.62657
3.32051,234,1.11591
3.62707,8944,8.24796
3.21046,2725,12.1648
2.76343,7687,26.6198
2.5,1945,3.85995
2.87859,7236,1.91568
3.21683,11675,16.5012
2.86145,332,1.3177
3.13092,1394,0.98778
2.538,500,2.4825
3.60021,2829,3.00059
3.81951,1061,0.73235
3.77383,745,3.26716
3.44309,861,3.94621
3.61694,124,0.00248
2.68349,2259,11.2801
3.27018,1784,6.50864
2.38824,3928,11.1891
3.42686,376,1.78287
2.59091,352,2.46648
3.57325,157,0.0016
3.41039,385,2.44114
3.66079,227,0.89655
2.64038,260,0.00318
3.81164,146,2.05894
2.88963,1717,3.12241
2.2504,621,3.4129
1.82721,272,3.00927
3.5303,165,0.88933
3.45076,264,1.38724
3.35106,282,1.09452
3.76993,276,0.60025
3.89885,262,0.22118
3.96758,1897,4.93715
3.75032,791,3.51326
3.13934,122,1.2426
3.07187,327,0.69324
3.55389,835,1.39484
3.45291,361,1.88852
1.97122,139,0.00059
3.25625,240,0.47661
3.01992,502,6.73628
3.42715,151,0.15921
3.82848,309,1.13364
3.33871,186,2.35903
3.96224,662,1.60425
3.73571,140,0.00628
3.88392,1219,0.01074
1.62264,212,1.35216
3.91599,494,0.64424
4.04504,1665,3.14955
3.59833,300,1.88078
3.59353,433,4.73213
4.07488,808,3.13506
3.76923,221,0.00829
3.42121,165,1.06385
3.61111,954,3.90101
3.70743,417,7.70818
3.614,250,2.65859
3.59109,516,4.35641
3.24603,252,4.19261
3.14433,291,2.40329
3.38127,1057,3.26405
3.69524,630,4.70278
2.46581,117,0.00143
3.1259,6930,8.03959
3.17129,9519,5.55204
3.47872,4323,3.61954
3.44161,882,4.12735
3.2238,1021,2.06829
3.10843,166,0.00372
3.88482,191,0.00181
3.8439,205,0.79657
2.4827,318,0.37423
2.72481,129,0.14537
3.43095,1354,1.32022
3.73514,1733,8.65112
2.80385,650,4.39017
3.60561,3532,11.5002
3.54337,196,0.00378
3.71339,239,3.65355
1.95946,444,1.01654
3.27217,327,0.06806
3.15485,1411,2.88984
3.47838,185,2.66932
2.99115,339,3.20125
2.43779,852,1.11941
3.34032,1121,0.7357
3.60496,343,1.97965
2.69187,800,9.51286
2.72636,349,0.01233
2.11569,765,2.5552
3.65984,244,0.00185
2.37633,283,0.09358
3.33108,296,0.01067
2.79341,2396,5.77256
3.34158,1092,1.70181
3.49806,4628,7.83188
2.66207,145,4.46358
2.72604,814,7.30576
2.25068,365,4.865
1.96196,276,3.77419
3.63958,566,0.03829
3.20358,587,1.27486
2.51977,177,1.99379
3.15252,954,6.38284
3.68057,4245,4.42516
3.77177,333,2.39289
2.68065,429,1.32513
2.05527,769,0.62076
2.93168,161,0.00396
2.50483,207,0
2.81657,169,0.35357
3.37039,1057,3.43473
3.49256,1478,2.73454
3.26338,841,3.54922
2.59483,174,2.07085
2.16776,152,0.70426
1.87143,140,0.00201
3.76018,442,0.00001
2.29391,279,0.62583
3.39644,309,0.14234
2.90994,533,1.03368
3.2622,2050,10.483
2.63469,490,0.79778
3.09326,193,0.00003
3.27019,161,0.06555
3.63107,515,0.07397
2.9302,351,0.50625
2.82955,132,1.43559
2.48342,995,2.89742
2.30793,164,0.00175
3.67103,687,1.25357
2.81202,907,7.97756
2.74536,377,2.02224
3.3558,1120,4.07018
3.24468,282,0.02402
3.72675,1129,0.37514
3.71727,527,0.00306
2.43852,122,0.54818
3.2141,787,0.42779
3.2628,293,1.75759
2.54139,1643,4.49559
3.14667,3443,4.50194
3.95709,1410,1.40286
3.45717,502,2.18964
3.57506,1652,5.76747
3.82688,439,0.00018
3.44229,927,1.4735
2.81546,3151,7.48165
2.52101,357,0.18513
2.45357,140,1.78844
2.83014,209,1.29356
3.51266,316,2.53252
2.61219,878,0.00006
3.285,1100,4.15949
2.35204,588,2.9198
2.02313,281,1.70224
1.96154,195,2.47023
2.42157,153,0.68088
3.32508,303,1.61622
3.3536,9006,3.90942
3.12943,1186,5.76528
3.10448,201,0.32643
3.00704,355,3.30787
3.35553,751,4.32857
3.21029,447,2.82979
2.28928,541,4.61338
3.20168,119,0.20901
2.67578,256,0.00019
3.22543,468,2.68069
3.45,120,2.03678
2.72588,1534,3.11541
2.32069,145,0.00827
3.18257,545,0.30464
3.54198,131,0.00001
3.27917,557,3.40472
2.82332,283,2.36676
3.39806,309,1.12045
2.78145,318,0.08084
2.13525,122,0.36305
3.01405,605,0.86003
3.03198,344,0.00003
2.7327,477,0.95188
2.56613,431,0.89866
3.57767,412,0.8794
3.09353,139,0.07598
3.29389,131,0.62869
2.80545,257,1.77653
2.7007,142,1.33798
3.78547,585,0.00695
2.56066,816,4.57182
2.81825,652,6.6058
3.36779,208,2.20741
3.73143,1737,0.05784
3.24375,240,0.09778
2.63175,611,3.84264
2.78704,378,1.95501
2.67457,232,6.52373
2.66387,3753,5.25173
2.71639,305,0.44265
3.48922,3943,3.56336
3.37663,843,0.27873
2.76369,347,1.0648
3.48913,276,0.89256
3.2125,200,0.00039
3.32659,643,2.11915
2.48933,328,1.61747
1.97761,201,1.79033
3.21429,189,1.52631
3.1875,224,0.22374
3.1519,237,0.00002
2.33293,413,1.65672
2.39645,647,4.27598
2.185,200,0.84364
2.6504,7151,1.36389
2.85981,4312,4.63251
3.5536,597,4.49738
3.77723,6224,3.62333
3.8019,2625,0.41152
2.74114,9252,13.4986
3.75367,613,1.83135
3.45755,212,0.00227
3.64698,398,1.55249
3.391,844,1.96563
1.96774,217,2.70462
2.93396,106,1.1201
2.75499,1202,1.34771
3.67797,177,0.00804
3.63598,353,1.90264
3.21351,185,1.38591
3.49592,1103,2.45661
3.1263,772,3.64722
2.45215,209,0.00005
3.59687,480,0.19427
2.44349,292,5.65147
2.5625,176,0.76846
2.12857,140,0.49695
3.12672,363,0.291
3.30841,107,0.00561
3.35755,351,0.01328
2.75035,2115,7.9383
2.81751,474,0.15107
2.32375,817,0.73542
2.89407,2714,3.62387
3.4729,1937,0.11756
3.2789,2881,8.00062
2.94915,236,0.92408
3.16919,2308,11.8817
2.79806,671,1.25246
2.82861,388,0.43403
2.45052,192,1.98944
1.99368,1029,1.42899
3.66763,173,0.0029
3.64716,564,1.11631
3.17672,580,0.52126
2.32524,103,0.01263
2.96629,356,0.0032
3.53982,113,0.72983
2.92593,432,0.01268
2.82268,313,3.52008
2.91163,843,3.70182
3.1435,3021,14.7901
3.22602,5858,5.41206
3.71023,1936,0.02556
3.54893,327,2.18623
3.78627,903,1.96333
3.08287,181,0.00003
3.75,194,0.00144
3.21043,575,2.17788
3.6802,702,0.44167
3.78458,253,0.00143
3.71959,148,1.94227
3.48264,1555,2.16347
2.8265,585,2.20488
2.875,124,0.21341
3.09746,118,0.74676
2.97276,8883,15.0245
2.87351,1174,8.23515
3.70665,10438,12.6971
2.87333,450,1.38322
3.46111,180,0.01682
3.50666,826,0.20471
3.36059,1015,1.1
2.85434,1095,1.39436
3.12341,3529,2.41633
3.51429,140,0.00966
3.48684,152,0.00396
2.59126,904,2.19877
3.21642,1236,1.96103
3.289,6493,4.53523
2.32375,1339,4.03041
2.47917,552,1.10208
3.56145,179,2.38414
3.63779,479,0.17677
2.97154,123,0.81644
3.87105,981,2.07085
3.4666,524,0.05763
2.58813,1912,7.24982
3.07935,920,2.25083
2.31325,1087,1.89847
1.9375,640,1.38292
1.81059,491,1.54125
2.81982,111,0.77552
2.5678,118,0.25164
3.71271,1636,3.54684
2.6063,762,4.65448
2.96634,1322,5.67459
2.38431,255,1.41807
2.95185,135,1.3047
3.53358,134,0.00174
3.60417,504,0.00893
3.08594,128,0.13785
3.0964,389,0.02957
3.62252,151,0.69004
3.83755,237,0.00292
2.82834,935,1.97603
3.07634,465,2.14671
3.63834,253,0.00731
3.04494,178,0.0036
3.24034,595,3.49409
1.1402,699,0.06271
3.68222,8421,9.51908
3.34783,115,0.00966
3.5,113,0.00393
3.35915,142,0.00355
3.17548,473,0.93394
3.96667,660,0.01358
3.60626,767,2.00621
3.61397,136,1.9883
3.26481,270,2.0232
3.47575,1402,0.62726
3.76073,303,1.19284
3.23585,318,0.87149
2.90511,137,0.11591
2.85081,801,0.00548
3.46067,178,1.24871
3.73292,644,2.23013
3.7931,348,0.23945
3.51415,1696,4.31046
3.15489,184,0.00174
3.84906,318,1.11022
3.62301,691,2.40341
3.54417,883,2.63366
3.39375,160,0.73673
3.9712,191,0.01784
2.33099,142,0.01413
3.09406,606,2.6876
3.68019,1171,2.56772
3.51593,408,2.2779
2.80466,773,1.27845
3.49855,345,1.3306
3.11171,1665,3.85528
3.29984,1239,0.44188
3.25133,7872,6.74405
3.22174,115,0.02593
3.19225,1225,4.06338
2.4316,212,1.40634
3.3219,3543,2.7706
3.61789,123,0.00305
3.54782,596,1.93301
3.50104,482,0.88113
2.12288,118,0.00005
3.59178,572,1.42545
2.838,500,6.66466
3.65178,1209,0.99954
3.42896,183,0
2.82227,211,0.50043
3.66977,215,1.09964
3.40504,258,1.23984
3.3681,2536,5.18116
2.11724,789,1.54485
3.71689,1374,0.47854
3.22857,280,1.65438
3.8213,9692,10.1339
3.53107,354,0.0458
3.18898,254,0.14668
2.08962,212,0.1154
3.77857,5862,8.87973
3.88394,3145,2.79997
3.00191,523,1.96473
3.65613,253,0.03552
3.21951,123,0.00405
3.33852,4660,8.00886
3.38853,1561,2.59713
3.01278,1604,1.89029
2.91393,122,0.07086
2.48667,150,1.10757
3.42708,240,0.00591
3.19948,193,1.68369
3.84421,3187,1.24987
3.48994,6609,12.7221
2.65284,1953,11.6447
3.23636,110,0.3141
4.01227,19803,24.9472
3.73062,2502,1.07773
3.77215,4323,3.774
3.39381,113,0.00299
2.79447,506,0.84056
3.87838,25760,32.4182
2.91971,2491,5.04179
3.59293,651,0.77307
3.40295,1896,2.70372
2.86876,5071,13.699
3.16284,218,1.88839
2.672,125,2.3989
2.53782,119,0.14483
2.70513,117,0.00407
2.94959,605,0.35632
2.35847,968,4.48124
3.125,280,3.82814
3.6125,5720,7.57049
3.73766,1418,3.93654
3.69872,2652,0.4029
2.7291,323,0.01029
3.04643,700,1.27297
3.54949,879,1.01937
3.99004,1757,3.2171
2.86424,906,1.98967
3.53327,526,2.58257
3.06944,108,0.00148
3.68452,168,1.9343
3.33846,260,2.76467
3.98857,481,0.12084
3.61682,642,0.72296
3.01709,117,0.06301
3.70946,222,0.07767
3.98407,659,1.01446
2.72621,725,2.20908
3.7013,154,0.46974
3.47336,657,5.16492
2.70149,134,0.5666
3.2791,1306,1.36606
3.38674,543,5.85415
3.06351,1740,6.33233
2.07914,139,0.20496
3.47837,624,5.42238
3.23163,449,2.25229
2.24872,195,1.89557
2.72589,197,1.90106
3.25484,1344,3.53856
3.56914,2090,3.67604
3.73246,684,0.01358
3.22568,627,9.44465
3.22554,3066,12.992
2.88889,162,1.22678
3.2148,277,0.02807
2.5375,120,2.04108
3.79316,24729,28.3685
3.50407,123,0.0064
3.31268,355,0.00318
3.59385,602,1.38465
3.96494,1954,0.97272
3.89029,793,1.11265
3.87893,1082,1.98666
3.10638,705,2.77296
2.95906,171,0.11541
4.1821,26213,10.8343
2.68175,2586,7.02838
3.36726,8927,11.3933
3.54658,805,0.58494
3.5,247,0.75634
3.82916,1437,1.33143
3.76566,13043,7.33535
2.96367,3757,3.01226
3.41731,387,0.09629
1.89474,190,0.28363
2.45226,199,0.69328
2.88862,615,4.66433
2.94908,1139,5.46841
2.7675,400,2.174
3.13804,3086,2.21335
4.12811,41317,38.9464
3.19843,1973,2.52281
3.931,23603,22.068
3.65848,224,0.70973
3.80094,319,1.91984
3.90256,195,0.00753
3.50769,130,0.0021
3.59111,225,2.44929
3.1022,455,0.60758
2.79706,170,0.30113
3.75909,770,3.99632
3.69551,156,0.08369
3.67647,340,0.70968
4.10151,1719,4.25954
3.18825,1923,3.82257
3.68809,10636,16.203
3.23556,329,0.93203
2.89076,563,0.89183
3.62303,6803,3.19502
3.59065,3337,3.57947
3.51012,5632,8.84147
3.36833,1405,1.24361
3.98864,660,1.50897
3.68546,949,2.64731
3.95022,231,0.62033
3.55102,245,0.00259
3.12182,2434,5.74343
3.46638,3019,8.78364
2.74266,1261,3.60899
3.21756,131,0.05
2.90083,121,1.25359
3.21483,391,3.39734
3.76739,963,0.00019
3.29528,127,0.32076
3.10515,233,0.90305
3.71859,199,0.17757
3.31277,940,0.5832
2.82773,1875,8.33574
3.10274,146,2.64875
3.15533,647,5.86883
2.73433,1404,1.62825
2.31202,657,1.79615
3.49489,4012,7.67137
3.58545,1024,2.1341
2.23535,495,0.00718
3.46401,639,1.2701
3.47515,1992,2.12843
3.95388,412,0.03761
3.91317,334,0.00355
3.88671,13434,7.94578
3.05556,126,0.01395
3.81146,419,1.40162
3.34783,161,0.58671
3.79179,5552,4.67772
3.07817,2808,2.35811
3.39576,1698,6.96884
3.38509,161,0.52649
3.75926,135,0.0023
3.59357,1539,2.09254
3.61529,425,1.64167
3.45293,903,1.42667
3.52163,208,0.00225
3.08176,477,0.49382
3.10401,274,0.25478
3.00699,143,3.96287
2.78758,499,2.54105
3.10408,687,1.10094
3.44715,123,0.00438
3.32759,174,0.91751
2.73623,817,4.72443
2.59914,1634,5.1565
1.88069,922,3.62736
3.44639,429,0.02577
2.3555,564,6.57044
3.32918,401,0.03176
2.62376,101,0.02994
3.62876,299,0.00017
2.76594,831,2.51564
3.67012,3618,1.88701
3.71765,827,3.39271
1.86016,994,1.04541
3.17689,1125,7.41016
3.36381,1810,6.14598
2.75,374,6.42485
3.54899,2919,2.3532
2.8977,782,2.43798
3.57903,310,2.14604
3.875,264,6.27654
2.92949,234,0.71238
3.42093,215,0.0009
3.88601,193,0.34976
3.95087,1374,1.80542
3.96037,328,0.00002
3.57494,387,0.34493
3.37179,117,0.25313
3.27807,383,1.46183
2.94444,756,2.66941
2.58867,1545,3.03457
3.36296,135,0.46454
3.23385,325,2.94084
3.83984,2972,2.36819
2.29392,148,0.00693
3.86085,424,0.00529
3.39419,1342,1.2691
2.10744,242,0.0675
2.49574,235,0.14947
3.75321,156,0.58219
3.68301,153,0.04466
3.6504,1496,1.72704
4.09977,1724,2.06323
2.82263,2709,4.96634
3.58286,3494,18.6985
3.06417,1122,2.56327
2.59063,160,0.68332
2.42424,132,2.51726
3.27534,296,1.47345
3.49167,120,0.0034
3.47414,232,0.03132
3.79435,248,0.88215
2.56103,213,2.32308
2.82882,3692,7.73709
2.69271,384,1.40599
3.86119,706,2.1951
3.25912,137,0.16794
2.72162,185,2.29793
3.74679,312,0.01302
2.91429,105,0.29609
2.89783,230,0.00018
2.8141,156,0.03918
3.79873,395,0.9846
3.4863,219,1.45576
3.77778,126,0.00009
2.82948,173,0.28773
2.34571,175,0.00012
2.38487,152,0.02003
2.29677,310,0.01367
3.18111,900,0.00644
2.53571,112,0.22782
3.6012,12520,30.4709
3.14734,4924,12.7194
2.74771,1308,3.57522
3.33813,139,0.13279
3.4509,1548,1.38793
3.25652,115,0.00738
3.83219,146,0.00527
3.90225,5069,3.65616
3.10714,476,1.26573
3.24038,104,0.90427
3.33642,162,0.00593
3.4276,221,0.03663
3.31173,162,0.00145
3.53302,106,0.04193
3.25,108,0.00446
3.00327,153,2.82498
3.45898,768,3.18432
3.69295,241,0.00001
3.30702,171,0.00002
3.43881,286,0.75144
3.34483,116,1.66455
3.76829,328,1.98288
2.40763,590,2.08752
3.19749,1433,5.517
1.85165,364,1.62295
3.34731,632,4.73894
3.13238,5129,16.6291
2.53996,513,2.31241
2.95588,102,0.03614
3.68557,291,0.02766
2.68759,717,2.41414
3.19079,1921,1.08562
3.22971,7194,13.4683
3.50084,2369,1.70451
3.18038,158,0.1624
3.50167,900,4.80671
3.52778,234,0.00684
3.12698,126,0.00214
3.72673,333,2.71292
3.17324,811,2.96919
3.20827,2103,6.90712
2.893,243,0.3084
3.53161,174,0.00917
3.90751,546,0.06075
3.79167,120,0.07582
3.33197,122,1.28306
4.1581,3928,4.2756
3.70396,2069,3.86128
3.28678,2556,4.50922
3.6586,2522,7.82321
2.77098,1454,7.11048
3.28208,452,0.89868
3.29051,759,2.07032
3.45126,10618,5.26086
3.61197,585,1.0362
2.83217,1868,0.64086
3.98482,494,2.08486
2.32295,305,0.65034
2.87013,154,1.45443
2.86037,3391,3.87492
2.37393,1515,1.13837
2.32873,362,0.73827
3.22603,219,1.40924
2.99347,1454,1.89035
2.63613,2674,8.65275
3.38426,108,0.03672
3.41947,1099,3.96742
3.94042,1326,0.64593
2.09228,997,9.12047
2.94953,644,2.36862
3.74829,1021,1.4201
3.5801,1030,5.27951
3.88319,351,0.42936
2.78105,475,1.79403
3.14595,185,0.00014
2.88235,272,0.27876
3.81507,1022,3.58184
3.44643,112,0.00397
3.78149,643,0.10116
2.4375,152,0.00512
2.40451,377,6.04713
2.4246,126,0.91404
2.98566,558,1.22974
3.55895,24403,23.5072
3.575,240,0.05348
3.24146,205,0.00273
3.4153,183,0.29495
3.30256,352,2.07813
3.70166,181,0.07128
3.44932,296,1.33707
2.96364,110,0.82282
3.14286,448,2.10952
2.82342,790,2.54818
3.37016,1987,6.53939
2.3932,103,0.05502
3.7198,712,0.96574
3.87589,141,1.99115
3.31154,260,1.56693
3.93891,221,1.30364
3.28671,143,0.01287
2.76224,143,0.00608
3.68727,9764,8.12714
3.11276,17289,26.3186
3.74365,788,3.18094
3.6138,2109,2.46799
2.7698,606,1.9712
3.51382,398,1.40175
3.99431,966,1.90428
2.68458,707,3.37828
3.47862,6547,22.3906
3.07856,821,12.5723
3.28111,217,0.71203
3.60399,1053,0.05136
3.35417,264,0.74793
3.40187,107,0.00065
3.28719,242,0.79285
3.88652,282,0.00644
3.09735,113,3.46555
3.21611,3829,5.61412
2.95966,1450,2.7807
3.79981,522,0.19488
2.84356,163,1.34244
3.53043,805,2.31021
2.85308,878,2.76126
2.90767,1435,0.82878
3.40385,130,0.0157
3.80322,653,0.08658
3.90441,21457,14.2111
2.3919,2419,12.956
2.91247,1748,3.04462
3.60662,1027,0.50942
3.26744,258,0.00431
3.17391,230,1.02918
2.2695,141,1.07883
3.52857,175,0.83084
2.7277,213,0.70864
2.47316,354,4.36748
3.02431,144,0.23124
2.82033,423,3.1791
3.78753,393,0.01358
3.61554,251,2.29377
3.46535,101,0.00417
3.24044,366,0.04441
2.66817,776,4.07123
2.80749,187,0.00188
3.63092,401,1.28082
2.27427,412,0.51974
1.90079,252,0.1467
3.48997,4835,14.2571
3.66236,25533,18.878
3.85508,2429,1.94648
3.52083,480,0.00323
2.33514,185,1.74266
2.86606,3315,12.3053
3.50155,645,0.00611
3.06237,481,0.01742
1.9917,2290,4.10873
3.44703,236,0.02139
2.49437,355,0.45927
2.17172,198,0.02807
2.32721,408,2.89837
2.92938,10294,14.5
2.7976,583,0.1937
3.62281,114,1.12793
2.34799,398,1.34917
2.97899,2998,7.30128
3.68219,8705,5.76412
3.524,125,0.72329
3.32979,188,0.17786
3.21739,161,0.88746
3.81754,707,0.00162
2.08571,140,0.72538
3.43819,453,0.003
4.00467,642,1.18057
2.06497,608,3.27025
3.68612,908,9.0193
2.51858,1480,4.6051
3.24046,1651,4.59291
2.60616,942,8.72988
2.97853,8967,7.4439
2.005,200,0.92216
3.60781,589,0.05509
3.41905,105,0.05862
3.28643,501,0.70656
3.11154,130,0.72095
3.68701,762,1.6332
3.33565,359,0.95438
3.33075,452,0.80434
4.04804,458,1.39156
3.21884,345,0.77396
3.59615,2678,3.97419
1.84487,751,0.0525
3.26359,10930,14.6906
3.34397,141,0.09802
2.46376,1283,12.2241
3.38692,2432,2.27092
3.06067,1022,3.39337
2.80442,4801,7.85964
3.60227,1452,1.46434
2.84711,121,0.00315
2.39764,127,0.31265
3.79394,330,1.21332
3.70912,318,1.10945
2.78112,249,0.99453
3.15237,886,4.07291
2.01989,704,4.73709
2.9323,1381,2.34037
3.86703,643,0.63162
3.54695,213,0.69635
3.34887,622,1.99935
3.30434,4932,3.57246
2.47968,443,1.49525
2.801,1397,2.19144
2.84127,189,4.68655
2.7037,135,0.04146
2.39633,381,1.75642
2.13158,190,0.0207
3.29209,1693,4.17999
3.20911,2910,15.9565
2.05398,176,0.26519
3.59659,792,1.97569
1.95031,161,0.00159
3.03333,915,1.07543
2.57914,139,0.39186
3.11485,1010,2.50611
3.05535,271,0.93137
1.85386,609,3.10748
3.63408,179,0.00639
3.22321,168,0.7861
3.00723,622,1.89759
2.30301,665,2.92667
3.22206,671,0.85383
3.07711,402,3.59466
3.76865,657,1.60621
3.1622,1717,1.13493
2.3877,512,0.96052
3.31563,3398,15.5741
3.57414,2637,2.81678
2.56024,166,0.00564
2.80942,223,0.19418
2.55421,701,2.39168
2.15326,522,0.09116
2.11145,489,0.08837
2.92073,328,1.21041
3.11912,319,1.11246
2.35145,138,0.69854
2.41558,231,0.00002
1.95791,297,1.38491
2.13235,204,1.28048
3.42208,154,3.79706
3.53347,239,2.01371
3.77264,1082,1.81524
3.93529,680,1.41823
3.82794,433,1.34881
3.77723,202,0.12804
3.82566,304,0.02745
3.86804,2065,3.71643
2.02219,676,4.12904
2.73663,748,1.39019
3.10909,715,1.90679
