rate_ave,genres,rate_cnt,popularity,mid,releasedate
3.68121,Comedy|Drama|Romance,149,0.01534,53769,4/27/2007
3.58915,Drama,129,0.00013,53827,11/14/1976
3.98802,Documentary,167,0.00734,53883,10/19/2004
3.75701,Comedy|Music|Foreign|Drama|Fantasy,107,0.14331,53887,3/25/1973
3.75962,Documentary,2105,1.31027,53894,5/18/2007
3.27823,Drama|Thriller,248,3.62133,53921,5/21/2007
3.29073,Horror|Thriller,2590,9.84857,53953,12/6/2007
3.70468,Comedy|Drama,1390,3.96422,53956,11/2/2007
3.57412,Action|Thriller,4398,14.3483,53972,6/21/2007
2.62231,Comedy,372,5.32902,53974,7/4/2007
3.06849,Drama|Romance,146,3.3544,53988,6/9/2007
2.76863,Fantasy|Comedy|Family,1597,10.9097,53993,6/9/2007
3.30206,Adventure|ScienceFiction|Action,6262,5.50716,53996,7/2/2007
2.39735,Crime|Horror|Thriller,151,2.94371,53999,7/13/2007
3.74635,Adventure|Fantasy|Family|Mystery,6777,24.0797,54001,7/3/2007
2.935,Comedy|Romance,1077,5.20045,54004,7/19/2007
3.14465,Action|Adventure|Drama|Romance,159,2.33205,54075,12/17/2007
3.46491,Comedy|Drama|Foreign,114,0.99265,54094,4/30/2006
3.66207,Adventure|Drama|Music|Romance,1811,3.1055,54190,9/14/2007
3.42241,Action|Comedy,580,4.91283,54256,8/3/2007
3.85021,Adventure|Fantasy|Romance|Family,4660,11.0237,54259,8/9/2007
3.49467,Animation|Comedy|Family,5914,29.39,54272,7/27/2007
1.8306,Thriller|Mystery|Crime,183,1.80439,54274,7/27/2007
3.2783,Comedy,530,4.27285,54276,7/25/2007
2.56731,Action|Adventure|Comedy|Family,156,5.32245,54278,8/3/2007
3.59494,Comedy|Drama,790,1.36669,54281,2/22/2008
3.97729,Action|Drama|Mystery|Thriller,12086,12.218,54286,8/3/2007
1.19588,Comedy,194,2.47824,54290,8/3/2007
3.397,Comedy|Crime|Thriller|Romance,267,1.43966,54331,2/9/2007
3.83501,Drama|Thriller|Crime|Mystery,694,3.05842,54372,11/1/2006
3.76942,Comedy,7288,11.481,54503,8/17/2007
3.45906,Drama,171,2.31532,54513,7/13/2007
3.35714,Drama,119,3.13272,54612,6/14/2007
2.98077,Action|Comedy|Crime|Thriller,910,10.163,54648,8/10/2007
2.80874,Action|Adventure|Fantasy|War,183,10.6287,54686,4/19/2007
2.52158,Comedy|Crime,556,1.11226,54732,8/29/2007
3.08824,Comedy,221,4.07147,54734,9/21/2007
3.58658,Thriller|Action|Drama,1386,9.45289,54736,8/22/2007
3.55666,Comedy|Drama,353,0.75118,54745,1/19/2007
2.26786,Comedy|Family,140,1.63835,54768,8/8/2007
3.01344,Thriller,558,3.52492,54771,8/17/2007
2.98037,Action|Thriller|Crime,382,7.76669,54775,8/24/2007
2.9215,Comedy|Drama|Romance,414,5.64505,54780,8/24/2007
2.98289,Horror,526,7.57922,54785,8/31/2007
3.23476,Action|Crime|Drama|Thriller,328,5.02655,54787,8/31/2007
3.44162,Comedy|Romance,531,1.66909,54796,2/9/2007
3.8102,Documentary,1578,1.07699,54881,8/17/2007
3.45513,Comedy|Horror|Thriller,156,0.15227,54910,1/1/2006
2.62712,Comedy,118,4.36854,54934,9/7/2007
3.3107,Drama|Fantasy|Mystery|ScienceFiction|Thriller,383,1.76051,54962,1/21/2007
3.61058,Horror|Action|Thriller,2609,8.03308,54995,4/6/2007
3.76628,Western,5006,7.47884,54997,9/6/2007
3.29459,Action|Thriller|Comedy|Crime,1441,8.19209,54999,7/26/2007
2.76944,Comedy,180,1.11659,55020,8/3/2007
3.75418,Comedy|Documentary,299,0.00435,55031,12/17/2002
3.74493,Drama|Romance,2513,8.83839,55052,8/29/2007
3.62879,Comedy|Documentary|Drama|History,132,0.10526,55063,9/7/2007
3.78409,Drama|Foreign|Horror,132,0.12693,55067,10/20/2006
3.84597,Drama,831,0.9093,55069,9/14/2007
3.80719,Documentary,306,0.05934,55071,7/27/2007
3.32163,Crime|Drama|Thriller,527,3.74122,55080,9/14/2007
3.58868,Thriller|Drama,795,3.0527,55094,8/31/2007
3.44241,Action|Adventure|Thriller|Drama,191,1.88728,55116,9/3/2007
3.83108,Thriller|Crime|Mystery,3395,5.25136,55118,9/14/2007
3.84444,Adventure|Animation|Action,270,2.07117,55167,12/11/2006
3.87676,Documentary,284,0.76612,55176,1/19/2007
3.27353,Drama,170,0.36495,55205,1/20/2007
3.1793,Horror|Action|ScienceFiction,1517,3.59385,55232,9/21/2007
2.53676,Comedy|Romance,340,2.59345,55241,9/14/2007
2.82266,Fantasy|Drama|Comedy|Romance,609,10.097,55245,6/13/2007
3.94998,Adventure|Drama,5518,14.4427,55247,9/20/2007
3.06324,Comedy|Family,253,5.09619,55250,9/28/2007
3.76552,Action|Drama|Romance|Thriller,612,8.93971,55253,8/30/2007
3.09732,Drama|Comedy|Romance,149,2.52007,55255,9/28/2007
2.612,Action|Comedy|Horror|Thriller,125,2.63556,55257,8/11/2007
2.8375,Adventure|Drama|Fantasy|Family|Thriller,160,6.89123,55259,10/5/2007
2.79147,Comedy|Romance,434,7.33565,55261,10/5/2007
3.43655,Comedy|Romance|Drama,1450,4.79931,55267,10/26/2007
3.729,Adventure|Drama|Comedy,3179,10.6764,55269,9/29/2007
3.25941,Drama|Crime|Thriller,505,5.93307,55272,5/25/2007
3.42692,Drama|History|Romance,650,10.4474,55274,9/9/2007
3.74927,Drama|Mystery|Crime,3081,4.91875,55276,10/12/2007
3.22941,Thriller,170,3.22083,55278,10/12/2007
3.74326,Comedy|Romance|Drama,2150,5.76706,55280,10/12/2007
3.06753,Horror|Thriller,1503,12.5322,55282,10/17/2007
3.40267,Drama|Thriller,375,1.74322,55284,9/7/2007
3.51273,Drama,275,3.27836,55286,9/26/2007
3.28889,Drama|Crime|Thriller,180,3.37295,55288,9/13/2007
3.81779,Crime|Drama|Mystery|Thriller,3013,3.36438,55290,10/19/2007
3.62984,Action|Drama|Western,1833,4.4497,55363,9/20/2007
3.97016,Animation|Drama,2480,1.92182,55442,6/27/2007
3.82972,Drama,969,2.29494,55444,9/26/2007
3.41534,Comedy|Drama|Romance,378,3.74905,55451,9/9/2007
3.08722,Horror|Comedy,407,5.5262,55553,9/9/2006
3.90922,Drama,358,2.22387,55555,9/27/2007
2.8205,Horror|Thriller|Crime,1078,8.39583,55577,10/25/2007
3.64831,Documentary,118,0.02016,55620,10/5/2007
3.61483,Documentary,209,0.00609,55687,1/1/2007
3.97694,Drama|Action|Crime,1019,4.06123,55721,8/17/2007
3.28361,Comedy|Drama,238,0.676,55729,1/24/2007
3.50671,Drama,298,2.30193,55732,11/2/2007
3.82229,Drama|Crime,5402,12.9453,55765,11/2/2007
2.98333,Family|Animation|Adventure|Comedy,1020,12.0443,55768,10/28/2007
3.54328,Drama,1236,3.94291,55805,9/26/2007
3.91601,Drama,1649,6.06171,55814,5/22/2007
3.98995,Crime|Drama|Thriller,10995,14.203,55820,11/8/2007
3.21724,Drama|Comedy,1618,2.51485,55830,1/20/2008
3.62616,Drama,864,5.04725,55872,11/21/2007
3.77027,Crime|Drama|Thriller|Action,111,1.31481,55895,10/5/1955
3.68232,Music|Comedy|Drama,181,1.18038,55901,9/21/2007
3.93478,Fantasy|Drama,1909,4.74619,55908,6/10/2007
2.97846,Action|Adventure|Drama|History,325,2.19968,55946,10/22/2007
2.71,Action|Comedy|Drama,250,3.85446,55955,11/3/2007
3.02913,Fantasy|Animation,1682,10.4123,55995,11/5/2007
3.26419,Comedy|Family|Fantasy|ScienceFiction,511,3.87658,55999,11/14/2007
2.9871,Drama|Romance,155,2.67425,56001,10/4/2007
2.70747,Action|Adventure|Comedy|Drama|ScienceFiction|Thriller,388,8.706,56003,5/15/2006
3.66129,Comedy|Documentary,186,0.00822,56012,11/28/2006
3.09028,Comedy,144,1.58729,56079,1/21/2007
3.47162,ScienceFiction|Horror|Thriller,1850,7.63183,56145,11/21/2007
3.58255,Comedy|Family|Fantasy|Romance,2326,12.0073,56152,11/20/2007
3.056,Action|Crime|Drama|Thriller,1009,12.8725,56156,11/21/2007
2.59016,Horror|Thriller,122,4.12899,56165,11/9/2007
3.10029,Thriller|Crime|Mystery,344,4.79451,56169,11/28/2007
3.15448,Adventure|Fantasy,1942,9.78259,56171,12/7/2007
3.48752,Drama|Horror|Action|Thriller|ScienceFiction,7254,22.1137,56174,12/13/2007
2.5192,Comedy|Music|Family|Fantasy|Animation,677,7.80154,56176,12/13/2007
3.77311,Animation|Comedy|ScienceFiction,1439,1.91257,56251,11/27/2007
3.00712,Comedy|Drama,281,1.65055,56274,8/31/2007
3.46004,Drama|Music,538,4.33894,56286,8/31/2007
3.60385,Drama,727,2.27198,56333,1/19/2007
2.36161,Horror|Thriller,112,11.834,56336,10/8/2007
3.77132,Drama|Mystery|Thriller,1771,9.54266,56339,10/11/2007
3.84023,Comedy|Drama|Romance,11617,10.2295,56367,12/5/2007
3.5,Documentary,108,0.00653,56379,3/10/2006
3.3406,Drama|Romance,436,1.50478,56389,5/16/2007
3.54955,Drama,111,0.00858,56508,1/1/2007
3.685,Documentary,300,0.83266,56563,9/12/2007
3.58167,Comedy|Drama|Adventure,1904,9.97337,56587,12/24/2007
3.81426,Drama,961,5.70069,56607,10/14/2007
3.17619,Crime|Drama|Thriller,105,1.64111,56633,7/27/2007
3.91455,Action|ScienceFiction|Adventure,13552,34.5114,59315,5/2/2008
3.05375,Comedy|Romance,493,6.05888,59333,5/2/2008
3.43385,Drama,325,2.34124,59336,4/7/2008
3.82921,Action|Thriller|Crime,5662,31.1461,59369,9/25/2008
3.95501,Adventure|Fantasy|Drama,1878,5.79928,59387,9/9/2006
3.6592,ScienceFiction|Adventure|Fantasy,402,3.38021,59392,3/11/2008
3.16912,Comedy|Drama|Romance,136,1.99317,59404,9/7/2007
3.68293,Drama,205,3.04512,59418,12/7/2007
3.16457,Comedy|Romance,796,9.222,59421,5/9/2008
2.55675,Comedy,326,11.1422,59429,12/10/2007
3.48507,Drama|Romance,134,0.04581,59440,9/9/2006
3.29768,Family|Adventure|Fantasy,1725,21.1248,59501,5/16/2008
3.59829,Drama,117,0.0155,59519,9/8/2006
3.73529,Drama|Romance|Action,119,3.04554,59549,6/16/2007
3.75,Documentary,188,0.07815,59590,7/1/2007
2.8682,Action|Adventure|Comedy|Thriller,239,2.07799,59594,4/28/2008
3.29952,Thriller|Crime|Drama|Horror,207,9.79404,59604,7/19/2007
2.92807,Adventure|Action,4741,21.7742,59615,5/22/2008
3.81308,Documentary,107,0.00652,59684,9/9/2006
3.10989,Crime|Mystery|Thriller,182,1.83831,59709,1/18/2008
2.66165,Horror|Thriller|Mystery,133,3.69005,59715,3/21/2008
2.89263,Comedy|Drama|Romance,1276,5.46506,59725,5/12/2008
3.02952,Thriller|Horror|Mystery,525,8.03065,59727,5/29/2008
3.71447,Documentary,380,1.13321,59731,5/30/2008
2.84783,Horror|Mystery|Thriller,138,2.02727,59738,9/9/2006
3.70847,Animation|Family,5255,18.4795,59784,6/5/2008
3.63149,Drama|History,308,1.4249,59810,5/28/2008
2.70174,Comedy|Action,1321,6.75211,59900,6/4/2008
2.81081,Comedy,148,1.93263,59908,6/6/2008
3.0625,Crime|Horror|Mystery|Thriller,104,2.4785,59915,5/21/2007
3.50482,Comedy|Drama|Romance,311,1.63171,59985,3/14/2008
3.75605,Crime|Drama,537,5.05263,59995,10/28/2007
2.48966,Thriller|ScienceFiction,1306,10.7874,60037,6/13/2008
3.33578,ScienceFiction|Action|Adventure,3066,29.1359,60040,6/13/2008
4.03344,Animation|Family,13787,28.0608,60069,6/22/2008
3.28342,Action|Thriller|Crime,2768,19.0733,60072,6/26/2008
3.20772,Fantasy|Action,3613,10.9473,60074,7/1/2008
3.25784,Action|Comedy|Thriller,1817,13.1523,60126,6/19/2008
3.34228,Comedy|Drama|Romance,149,2.11553,60128,9/5/2007
3.08333,Comedy|Family|ScienceFiction,156,3.689,60141,12/21/2007
3.67149,Animation|Comedy|ScienceFiction|Fantasy,1105,2.05669,60161,6/24/2008
3.825,Documentary,340,0.72271,60291,7/4/2008
3.55408,Drama,453,1.42275,60293,7/3/2008
3.81604,Documentary|Foreign,106,0.01008,60295,9/30/2007
3.88279,Documentary,401,1.93651,60333,9/1/2007
2.1371,Comedy|Horror,186,1.2432,60363,4/18/2008
3.52809,Documentary,178,0.53848,60382,1/18/2008
3.13734,Comedy|Romance,1347,14.0984,60397,6/30/2008
3.69953,Comedy,213,6.32487,60408,2/20/2008
3.31818,Drama,110,3.41961,60482,9/9/2007
3.70093,Animation|Family|Kids,749,5.89936,60487,10/27/1966
3.53947,Drama|History|War,114,1.98677,60503,9/21/2007
2.86185,Action|ScienceFiction|Adventure|Comedy|Family,713,10.4841,60514,7/11/2008
2.47791,Comedy|ScienceFiction|Adventure|Family,249,3.63103,60516,7/8/2008
2.84112,Action|Adventure|Comedy|Crime|Horror|Thriller,107,1.78196,60522,8/2/2008
3.62795,Fantasy|Mystery|Thriller,254,5.15043,60609,6/17/2006
3.34828,Thriller|Crime|Mystery,435,4.45051,60647,2/8/2008
2.17925,Animation|Family,106,7.08182,60649,7/17/2008
3.66042,ScienceFiction,427,4.26352,60674,7/29/2008
3.71711,Action|ScienceFiction|Mystery,6096,17.7985,60684,3/5/2009
3.75122,Crime|Action|Drama,615,5.40896,60753,7/17/2008
3.39204,Comedy,1695,6.02901,60756,7/25/2008
3.44231,Drama|Romance,156,1.82541,60758,7/25/2008
2.90806,Drama|Mystery|ScienceFiction|Thriller,794,10.5151,60760,7/25/2008
3.38603,Documentary,136,0.01305,60763,7/25/2008
3.87564,Documentary,1359,3.91031,60766,7/25/2008
3.72197,TVMovie|Comedy|Fantasy,223,0.39942,60816,3/23/2008
3.63408,Drama|Fantasy,179,1.81889,60818,12/18/2006
2.92416,Crime|Horror|Thriller,178,2.04983,60832,4/11/2008
4.10577,Comedy|Drama|ScienceFiction,156,0.03672,60904,1/1/1988
2.61125,Adventure|Fantasy|Action|Thriller,827,9.41347,60937,7/31/2008
2.98011,Comedy|Drama,176,0.38411,60939,8/1/2008
2.98765,Crime|Drama|Horror|Mystery|Thriller,243,2.6865,60941,8/7/2008
3.68694,Drama|Thriller|Crime,444,4.4838,60943,8/1/2008
3.28042,Comedy|Drama,189,1.41472,60948,8/6/2008
3.64499,Drama|Romance,2076,8.85753,60950,8/15/2008
3.64828,Animation|Action|Adventure,435,3.20272,60979,7/8/2008
3.5272,Action|Comedy,2886,11.6006,61024,8/6/2008
3.6196,Adventure|Drama|Action,347,3.83492,61026,7/10/2008
3.10616,Adventure|Comedy|Drama|Family,292,3.22319,61071,8/6/2008
2.66509,Action|Thriller,106,2.75424,61073,8/8/2008
3.47509,Drama|Romance,281,2.26942,61075,8/8/2008
2.35476,Drama|Comedy|Music|Family,389,4.27426,61123,8/17/2007
3.40888,Action|Comedy,3671,14.437,61132,8/13/2008
3.02261,Thriller|Animation|Action|ScienceFiction|Adventure|Fantasy,951,4.76793,61160,8/5/2008
3.33007,Comedy|Drama,153,0.23525,61167,8/15/2008
2.54762,Action|Adventure|Horror|ScienceFiction,168,3.38433,61210,8/7/2008
3.92048,Drama|Animation|War,1094,2.60859,61236,6/4/2008
4.00645,Horror|Drama,3331,5.56616,61240,1/26/2008
3.16852,Comedy|Music,270,1.33684,61246,1/21/2008
3.111,Action|Thriller|ScienceFiction,982,10.5561,61248,8/22/2008
2.87202,Comedy,504,4.90288,61250,8/22/2008
3.07,Comedy|Music,250,5.86509,61255,8/20/2008
3.6699,Documentary,103,0.01292,61257,1/19/2008
3.02798,Horror|Thriller|Mystery,411,5.6072,61262,8/15/2008
3.07796,Adventure|Action|Comedy|Western|Thriller,186,2.1294,61289,9/15/2007
3.55297,Drama|Comedy|Crime,4569,5.03029,61323,9/12/2008
1.27176,Action|Comedy,425,5.62476,61348,8/29/2008
2.86769,Action|Adventure|ScienceFiction|Thriller,752,5.26132,61350,8/29/2008
3.53425,Drama|Action|Thriller|Crime,584,3.84568,61352,8/23/2008
2.84926,Comedy|Drama|Romance,136,1.59427,61361,9/12/2008
3.18615,Comedy,231,1.90974,61394,5/31/2008
2.42029,Action|Comedy|Thriller|Crime|ScienceFiction,483,4.39159,61401,12/25/2008
3.86641,History|Drama,131,0.00739,61406,3/16/2008
2.69214,Action|Crime|Thriller,471,6.61989,61465,9/4/2008
3.21239,Comedy,113,0.15066,61678,6/24/2006
2.92258,Action|Adventure|Crime|Drama|Thriller,465,4.46939,61697,9/12/2008
2.94788,Drama|Crime|Thriller,307,2.58936,61705,9/19/2008
3.47828,Fantasy|Comedy|Romance,967,3.59033,61729,9/19/2008
3.37621,Drama|Western|Crime,412,4.21361,61986,9/26/2008
2.93564,Thriller|Drama|Action|Crime|War,101,1.04777,61991,9/15/2008
3.70871,ScienceFiction|Drama,448,0.41385,62049,1/1/1956
3.28501,Mystery|Thriller|Action,1214,7.34593,62081,9/25/2008
3.21401,Comedy|Romance|Drama,521,3.03405,62113,10/2/2008
2.875,Drama|Romance,160,5.24714,62137,9/26/2008
3.48368,Comedy|Drama|Romance,1164,4.61403,62155,10/3/2008
3.51703,Horror|Drama|Thriller,323,5.05836,62203,9/3/2008
3.5137,Drama|Thriller,146,0.81447,62235,10/7/2008
3.47959,Drama|Crime,392,3.22456,62250,5/16/2008
3.00803,Comedy|Romance,249,7.00788,62265,2/27/2008
3.53237,Drama|History|Romance,556,5.65115,62293,9/5/2008
3.35499,Drama,631,3.90306,62344,10/3/2008
3.58517,Action|Drama|Thriller,1315,8.11854,62374,10/10/2008
3.41142,Adventure|Family|Fantasy,762,11.7045,62376,10/7/2008
2.6012,Action,830,6.50987,62394,10/16/2008
3.33828,Comedy,2056,9.70335,62434,9/18/2008
3.1868,Drama|History,538,2.54836,62437,10/17/2008
3.20117,Comedy,256,5.93622,62439,9/19/2008
3.71872,Drama,983,1.98532,62511,10/24/2008
3.62023,Adventure|Drama,262,6.10603,62553,9/17/2008
3.26736,Drama,144,2.02054,62577,9/7/2008
3.82773,Drama|Thriller,595,4.80927,62644,3/11/2008
3.336,Comedy|Drama|Family|Romance,125,1.61006,62718,7/25/2008
3.04092,Horror|ScienceFiction|Thriller,391,6.50637,62733,10/10/2008
3.23658,Thriller|Crime|Drama,298,5.03043,62792,9/9/2008
3.61258,Drama,151,2.6235,62799,10/10/2008
3.87981,Action|Foreign,104,0.10125,62801,8/1/1972
2.92742,ScienceFiction|Adventure|Action,124,0.77718,62834,1/19/2002
3.20283,Action|Adventure|ScienceFiction,106,2.44847,62836,7/31/2007
3.68954,Action|Crime|Thriller,1530,8.2844,62849,10/30/2008
2.33544,Drama|Comedy|Music|Romance|Family,316,4.27774,62912,10/22/2008
3.67233,Animation|Comedy|ScienceFiction,1030,1.32999,62956,11/3/2008
3.40374,Adventure|Fantasy|ScienceFiction,187,0.48976,62970,12/2/2007
3.33598,Family|Animation,1195,24.1321,62999,11/6/2008
3.31022,Drama|Mystery|ScienceFiction|Thriller,548,4.66732,63033,9/12/2008
3.73679,Drama|History|Mystery,1987,9.41661,63062,5/20/2008
3.60018,Adventure|Drama,1627,10.7222,63072,11/25/2009
3.93283,Drama|Romance,10541,14.1543,63082,5/12/2008
3.37566,Adventure|Action|Thriller|Crime,3603,30.8151,63113,10/30/2008
3.62665,Comedy,2120,7.14711,63131,2/3/2008
3.25,Horror,132,0.04344,63189,8/5/2008
3.41167,Drama|Action|Comedy|Crime,317,2.80196,63222,6/4/2008
3.08264,Fantasy|ScienceFiction|Music|Romance|Family,121,1.29164,63239,11/2/1997
2.26056,TVMovie|Drama|Comedy|Music|Family,142,3.5119,63393,6/20/2008
3.79449,Comedy|ScienceFiction|Thriller|Action|Romance,399,5.11127,63433,1/1/2004
2.74678,Horror|Thriller|Crime,699,6.96503,63436,10/23/2008
3.22103,Comedy|Adventure|Romance,561,4.84475,63479,10/17/2008
3.60127,Drama|Action|Thriller|ScienceFiction|Foreign,158,2.02654,63515,11/23/2006
1.81633,Adventure|Comedy|Family,196,4.58461,63540,10/3/2008
3.68362,Drama|Foreign,354,1.31231,63808,12/24/2008
3.34571,Horror|Thriller,175,5.51249,63826,10/31/2008
3.22906,Drama,1015,6.82808,63853,11/18/2008
3.52354,Animation|Family|Adventure|Comedy,1869,18.0027,63859,11/21/2008
3.85283,History|Drama,2813,4.59881,63876,11/26/2008
2.69016,Adventure|Fantasy|Drama|Romance,2561,22.479,63992,11/20/2008
3.08354,Action|Adventure|Thriller|Crime,826,13.4724,64030,11/26/2008
2.90199,Comedy|Romance|Drama,352,5.83803,64032,11/26/2008
3.85318,Drama,1226,7.75207,64034,9/12/2008
3.64545,Drama,110,3.1788,64114,9/26/2008
2.98276,Fantasy|Animation|Comedy|Family,203,1.79187,64116,9/19/2008
3.77337,Drama|History,492,2.7434,64197,5/15/2008
3.396,Drama|History|Music,125,0.9089,64229,12/5/2008
2.72954,Action|Thriller|Crime|Drama,281,9.97646,64231,12/5/2008
3.11551,Adventure|Animation|Comedy|Fantasy|Family,303,2.43214,64249,11/28/2007
3.69512,Documentary,123,0.00611,64278,10/6/2006
3.66011,Animation|Comedy|Family,534,3.46869,64285,12/25/2008
2.79324,Drama|ScienceFiction|Thriller,1243,9.38138,64497,12/12/2008
3.52105,Drama|History|War,380,2.04152,64499,5/21/2008
3.44273,Drama|History|War,227,3.39872,64501,5/21/2008
2.24868,Adventure|ScienceFiction|Action,189,8.4661,64508,8/5/2008
3.74544,Drama|Mystery,1644,4.31934,64575,12/12/2008
3.97403,Drama,7181,15.6266,64614,12/11/2008
3.81851,Drama,2193,4.33407,64620,10/15/2008
3.79453,Drama|Romance,1701,7.57918,64622,12/10/2008
3.80471,Drama|Foreign,297,1.42656,64701,3/19/2008
3.72931,Drama,1692,11.1316,64716,12/18/2008
3.86486,Drama|Romance,4351,5.3724,64839,9/7/2008
3.63591,Fantasy|Drama|Thriller|Mystery|Romance,5051,10.4742,64957,11/24/2008
3.44861,Comedy|Romance,2189,15.3942,64969,12/19/2008
3.42938,Drama|Thriller|History|War,1239,12.0888,64983,12/25/2008
3.82428,Animation|Drama,313,5.6165,64993,3/3/2007
3.05991,ScienceFiction,459,0.00555,64997,6/28/2005
3.54967,Drama,151,0.76809,65037,8/26/2007
3.11983,Fantasy|Comedy|Family|Romance,726,11.043,65088,12/25/2008
3.37894,Comedy|Drama,508,1.01288,65126,9/26/2008
3.52351,Drama|Romance,1127,5.61108,65130,12/19/2008
3.7551,Comedy|History,294,0.28011,65133,12/6/1999
3.78109,Comedy|History,402,0.00018,65135,1/1/1988
4.01415,Crime|Documentary,530,0.89977,65188,10/31/2008
3.04851,Comedy|Drama|Family,134,3.19839,65193,1/1/2008
3.59043,Action|Drama|History|Thriller|War,846,4.75905,65216,12/31/2008
3.51195,Documentary|History|War,251,0.37604,65225,10/2/2008
3.31568,Adventure|Family|Comedy,963,5.92931,65230,12/25/2008
3.8151,Animation|Family,1636,10.6149,65261,7/19/2008
3.44222,Drama,225,1.83902,65418,5/22/2008
2.65487,Adventure|Animation|Comedy|Family,113,5.24634,65435,11/6/2008
3.22842,Drama|Comedy|Romance,278,2.34442,65465,12/25/2008
3.96999,Drama|Action|History,1333,14.7448,65514,12/12/2008
2.88235,Drama|Mystery|Thriller|Romance,153,3.90572,65567,10/23/2008
3.08523,Animation|Comedy|Family,264,6.87435,65577,12/19/2008
2.91275,Comedy,596,6.2405,65585,1/9/2009
3.73798,Drama|Action|Thriller|Crime,208,3.72142,65596,10/22/2008
2.58654,Mystery|Horror,208,5.61756,65601,1/16/2009
3.64186,Adventure|Drama,215,0.72074,65612,11/13/1986
3.78884,ScienceFiction|Thriller,753,5.89599,65642,10/5/2007
3.30708,Fantasy|Action|Adventure|ScienceFiction|Thriller,1003,17.3212,65682,1/22/2009
3.18097,Adventure|Family|Fantasy,373,6.56034,65685,12/17/2008
2.43697,Action|Adventure|Comedy|Family,587,14.7544,65802,1/15/2009
3.21329,Drama,143,1.38605,65810,1/16/2009
2.45556,Horror|Thriller|Mystery,180,5.15477,65813,1/9/2009
3.33333,Horror|Comedy|ScienceFiction|Music,240,1.62755,65868,7/18/2008
3.16598,Drama|Horror|Thriller,241,8.70157,65882,1/30/2009
3.32883,Comedy,111,0.00176,65939,12/5/1997
3.29353,Fantasy|Action|ScienceFiction,402,5.11565,65982,4/24/2008
3.47481,Horror|Thriller,258,8.22241,66090,9/12/2008
3.77711,Animation|Family,3587,9.14965,66097,2/5/2009
3.51793,Action|Comedy|Crime,251,2.09397,66130,2/6/2008
3.32569,Action|Thriller,109,1.42096,66156,6/20/2008
3.18671,Action,790,10.6693,66171,2/6/2009
3.16418,Adventure|Action|Thriller|Crime|Mystery,536,7.51099,66198,2/3/2009
3.38565,Drama|Romance,223,3.68226,66200,5/19/2008
3.28198,Comedy|Romance|Drama,1204,7.58774,66203,2/6/2009
2.96667,Drama|Fantasy|Comedy,135,0.98221,66240,2/17/2009
3.73831,Animation|Comedy,770,1.07121,66297,2/23/2009
2.80769,Comedy|Family,130,3.49971,66304,1/16/2009
3.33816,Animation,207,2.19705,66335,1/25/2009
3.97803,Drama,660,3.37076,66371,9/13/2008
3.52813,Drama|History|War,160,1.24416,66385,9/21/2009
3.00932,Comedy|Horror,161,1.08246,66427,10/1/2007
3.2289,Comedy|Drama,1007,4.56098,66509,7/31/2009
2.18836,Action|Adventure|ScienceFiction|Thriller,146,1.82916,66639,2/27/2009
3.72679,Drama|Comedy|Romance,937,2.25315,66665,6/5/2009
2.99296,Action|Thriller|Crime,142,5.01735,66691,1/9/2009
3.4469,Drama,113,1.88544,66744,5/23/2008
2.60526,Horror,285,5.15291,66783,2/11/2009
3.5942,Action|Adventure|Comedy|Western,276,2.21334,66785,7/16/2008
2.75301,Comedy|Mystery,249,9.42377,66798,2/6/2009
4.05133,Adventure|Action|Comedy|ScienceFiction|Music,3419,1.78629,66934,7/15/2008
2.63158,Horror|Action|Thriller,152,5.22647,67073,4/8/2008
3.6437,Comedy,2286,9.5817,67087,3/20/2009
2.98984,Horror,246,4.86302,67186,3/27/2009
3.11305,Thriller,544,3.03273,67193,3/19/2009
3.01439,Action|Adventure|Drama|Mystery|ScienceFiction|Thriller,1355,14.4738,67197,3/20/2009
3.11656,Adventure|Action|Thriller,163,6.30087,67252,12/4/2008
3.90824,Drama|Thriller|Crime|Mystery,3204,18.9582,67255,2/27/2009
3.52103,Comedy|Drama,737,1.47913,67267,1/18/2008
3.61111,Animation|Comedy,666,4.54981,67295,11/8/2008
2.83333,Action|Crime|Mystery,111,1.45447,67361,2/27/2009
3.27645,Animation|Family|Adventure|ScienceFiction,1172,13.2307,67408,3/26/2009
3.83654,Animation|Drama|Music|Romance,156,0.04371,67429,2/11/2008
3.65395,Action|Crime|Drama|History|Thriller,367,2.56362,67508,9/24/2008
2.81496,Comedy,127,4.38773,67534,6/6/2007
3.47904,Drama|Thriller,167,2.34519,67620,12/19/2008
3.74461,Documentary|Music,464,0.06156,67665,1/14/2008
2.83114,Comedy|Crime|Drama,456,1.90808,67695,4/10/2009
3.49315,Comedy,1678,7.98782,67734,4/3/2009
2.92883,Comedy|Romance,555,7.13069,67788,2/5/2009
2.92568,ScienceFiction|Thriller|Drama|Crime,222,6.89868,67799,1/9/2009
3.64815,Crime|Drama|Romance,108,2.63991,67801,5/16/2008
1.89205,Action|Adventure|Fantasy|ScienceFiction|Thriller,352,8.25536,67867,4/1/2009
3.15548,Action|Crime|Drama|Thriller,894,3.37128,67923,4/3/2009
3.83467,Comedy,995,2.83107,67997,1/22/2009
3.71337,Drama|Comedy,1167,3.87414,68073,4/1/2009
3.14244,Comedy,1534,10.4668,68135,3/11/2009
4.01775,Drama|Action|Thriller|War,10758,22.6287,68157,8/21/2009
